0, 1, 9.014172370045912
0, 2, 3.385250915505982
0, 3, 2.520285774634976
0, 4, 3.609084236833331
0, 5, 2.470951246234656
0, 6, 4.63988922868241
0, 7, 2.96880645619205
0, 8, 4.478656390582159
0, 9, 6.401474016158795
0, 10, 9.301240739206758
0, 11, 9.807290690605932
0, 12, 5.122986539128682
0, 13, 2.2468867976932194
0, 14, 7.8518944402686985
1, 2, 9.754393143539488
1, 3, 1.1527588088740104
1, 4, 5.404590882520248
1, 5, 4.251189208842073
1, 6, 4.426025858865994
1, 7, 5.554480048215932
1, 8, 9.20806656020799
1, 9, 0.6815343582020073
1, 10, 2.5923654091879778
1, 11, 4.736230569263162
1, 12, 7.4962514849447
1, 13, 0.08058639607849916
1, 14, 8.767856794913111
2, 3, 2.281856350874245
2, 4, 7.619840023368612
2, 5, 4.110251144805954
2, 6, 2.308154782504006
2, 7, 6.4375304751342055
2, 8, 4.416459718881698
2, 9, 2.853054538334727
2, 10, 0.3629972846214402
2, 11, 3.1743515329521688
2, 12, 4.63469288625433
2, 13, 7.114057028525074
2, 14, 2.4033105244864528
3, 4, 1.746022287589164
3, 5, 2.8638140503003173
3, 6, 5.84226958652202
3, 7, 4.138670811315737
3, 8, 1.8004522585371086
3, 9, 6.100489924579655
3, 10, 3.8074300590117027
3, 11, 2.218016113983421
3, 12, 6.495994329228196
3, 13, 2.961927453741189
3, 14, 9.296972768493001
4, 5, 7.460758812620389
4, 6, 9.9573989868548
4, 7, 9.788823996463105
4, 8, 9.432971426489285
4, 9, 7.496883515422342
4, 10, 8.091859229435903
4, 11, 1.9214764330162892
4, 12, 0.05259990369392176
4, 13, 1.7496670625888155
4, 14, 9.640366860424244
5, 6, 5.6088475398391395
5, 7, 6.945426205939498
5, 8, 8.829161954881464
5, 9, 2.759054998948034
5, 10, 5.392117717691429
5, 11, 2.500849425223428
5, 12, 9.807045687981045
5, 13, 0.6709571655590851
5, 14, 7.425783072752845
6, 7, 2.649356057447725
6, 8, 6.127530685300875
6, 9, 4.7188218299306754
6, 10, 2.8719659782270357
6, 11, 7.698945944996842
6, 12, 5.026046094581944
6, 13, 9.005910918067192
6, 14, 6.632144227329057
7, 8, 6.272814198472114
7, 9, 1.910977632326527
7, 10, 2.3405583742185443
7, 11, 4.357053509642865
7, 12, 3.501939837716297
7, 13, 3.9346126587367847
7, 14, 2.672060101616782
8, 9, 0.7512559923090323
8, 10, 5.923087303478008
8, 11, 3.2248530820062715
8, 12, 3.126790025930255
8, 13, 6.048074477902707
8, 14, 2.4534940163767316
9, 10, 7.538897268917002
9, 11, 1.3595364847510671
9, 12, 6.130941504397683
9, 13, 3.2372795645265473
9, 14, 7.580096778126675
10, 11, 2.7981601257025224
10, 12, 3.7880145262086784
10, 13, 6.581321429119866
10, 14, 7.655866199627372
11, 12, 5.517282368239136
11, 13, 1.1077193291720433
11, 14, 5.256048552323729
12, 13, 0.46590991886950484
12, 14, 1.941150114046959
13, 14, 9.834036536570705
